time_s,power_MW,power_pct,P_electric_MW,T_fuel_C,T_in_C,T_out_C,T_cool_avg_C,P_prim_MPa,P_sec_MPa,D_steam_kg_s,D_turb_kg_s,W_prim_kg_s,level_pzr_m,level_sg_m,reactivity_total_pcm,reactivity_doppler_pcm,reactivity_coolant_pcm,reactivity_rods_pcm
24.85,3248.95,101.53,1201.25,606.26,299.35,329.84,314.59,16.470,7.092,1796.80,1796.66,17600.0,6.245,2.400,-1.06,-16.32,-41.72,56.97
24.90,3248.82,101.53,1201.26,606.24,299.35,329.84,314.59,16.470,7.092,1796.82,1796.67,17600.0,6.246,2.400,-1.06,-16.27,-41.76,56.97
24.95,3248.70,101.52,1201.27,606.23,299.35,329.84,314.60,16.469,7.093,1796.83,1796.69,17600.0,6.246,2.400,-1.07,-16.23,-41.80,56.97
25.00,3248.57,101.52,1201.28,606.21,299.35,329.84,314.60,16.468,7.093,1796.85,1796.71,17600.0,6.247,2.400,-1.07,-16.19,-41.84,56.97
25.05,3248.45,101.51,1201.30,606.20,299.35,329.84,314.60,16.467,7.093,1796.86,1796.72,17600.0,6.248,2.400,-1.07,-16.15,-41.89,56.97
25.10,3248.32,101.51,1201.31,606.18,299.36,329.84,314.60,16.466,7.093,1796.88,1796.74,17600.0,6.249,2.400,-1.07,-16.11,-41.93,56.97
25.15,3248.20,101.51,1201.32,606.17,299.36,329.84,314.60,16.466,7.093,1796.89,1796.76,17600.0,6.250,2.400,-1.07,-16.07,-41.97,56.97
25.20,3248.08,101.50,1201.33,606.15,299.36,329.84,314.60,16.465,7.093,1796.91,1796.77,17600.0,6.251,2.400,-1.07,-16.03,-42.01,56.97
25.25,3247.96,101.50,1201.34,606.14,299.36,329.84,314.60,16.464,7.093,1796.92,1796.79,17600.0,6.252,2.400,-1.07,-16.00,-42.05,56.97
25.30,3247.84,101.49,1201.35,606.12,299.36,329.84,314.60,16.463,7.093,1796.93,1796.80,17600.0,6.252,2.400,-1.07,-15.96,-42.09,56.97
25.35,3247.72,101.49,1201.36,606.11,299.37,329.84,314.60,16.463,7.093,1796.95,1796.82,17600.0,6.253,2.400,-1.07,-15.92,-42.12,56.97
25.40,3247.60,101.49,1201.37,606.09,299.37,329.84,314.61,16.462,7.093,1796.96,1796.83,17600.0,6.254,2.400,-1.07,-15.88,-42.16,56.97
25.45,3247.49,101.48,1201.38,606.08,299.37,329.84,314.61,16.461,7.093,1796.97,1796.85,17600.0,6.255,2.400,-1.07,-15.84,-42.20,56.97
25.50,3247.37,101.48,1201.39,606.06,299.37,329.85,314.61,16.460,7.093,1796.99,1796.86,17600.0,6.256,2.400,-1.07,-15.81,-42.24,56.97
25.55,3247.26,101.48,1201.40,606.05,299.37,329.85,314.61,16.459,7.093,1797.00,1796.88,17600.0,6.257,2.400,-1.07,-15.77,-42.28,56.97
25.60,3247.14,101.47,1201.41,606.04,299.37,329.85,314.61,16.459,7.093,1797.01,1796.89,17600.0,6.257,2.400,-1.07,-15.73,-42.31,56.97
25.65,3247.03,101.47,1201.42,606.02,299.38,329.85,314.61,16.458,7.093,1797.02,1796.90,17600.0,6.258,2.400,-1.07,-15.70,-42.35,56.97
25.70,3246.92,101.47,1201.42,606.01,299.38,329.85,314.61,16.457,7.093,1797.04,1796.92,17600.0,6.259,2.400,-1.07,-15.66,-42.39,56.97
25.75,3246.81,101.46,1201.43,606.00,299.38,329.85,314.61,16.456,7.093,1797.05,1796.93,17600.0,6.260,2.400,-1.07,-15.62,-42.42,56.97
25.80,3246.71,101.46,1201.44,605.98,299.38,329.85,314.61,16.456,7.094,1797.06,1796.95,17600.0,6.260,2.400,-1.07,-15.59,-42.46,56.97
25.85,3246.60,101.46,1201.45,605.97,299.38,329.85,314.61,16.455,7.094,1797.07,1796.96,17600.0,6.261,2.400,-1.07,-15.55,-42.49,56.97
25.90,3246.49,101.45,1201.46,605.96,299.38,329.85,314.62,16.454,7.094,1797.08,1796.97,17600.0,6.262,2.400,-1.07,-15.52,-42.52,56.97
25.95,3246.39,101.45,1201.47,605.94,299.39,329.85,314.62,16.453,7.094,1797.10,1796.99,17600.0,6.263,2.400,-1.07,-15.48,-42.56,56.97
26.00,3246.28,101.45,1201.48,605.93,299.39,329.85,314.62,16.453,7.094,1797.11,1797.00,17600.0,6.264,2.400,-1.07,-15.45,-42.59,56.97
26.05,3246.18,101.44,1201.49,605.92,299.39,329.85,314.62,16.452,7.094,1797.12,1797.01,17600.0,6.264,2.400,-1.07,-15.42,-42.63,56.97
26.10,3246.08,101.44,1201.49,605.90,299.39,329.85,314.62,16.451,7.094,1797.13,1797.02,17600.0,6.265,2.400,-1.07,-15.38,-42.66,56.97
26.15,3245.98,101.44,1201.50,605.89,299.39,329.85,314.62,16.450,7.094,1797.14,1797.04,17600.0,6.266,2.400,-1.07,-15.35,-42.69,56.97
26.20,3245.88,101.43,1201.51,605.88,299.39,329.85,314.62,16.450,7.094,1797.15,1797.05,17600.0,6.266,2.400,-1.07,-15.32,-42.72,56.97
26.25,3245.78,101.43,1201.52,605.87,299.39,329.85,314.62,16.449,7.094,1797.16,1797.06,17600.0,6.267,2.400,-1.07,-15.28,-42.76,56.97
26.30,3245.68,101.43,1201.53,605.85,299.40,329.85,314.62,16.448,7.094,1797.17,1797.07,17600.0,6.268,2.400,-1.07,-15.25,-42.79,56.97
26.35,3245.58,101.42,1201.54,605.84,299.40,329.85,314.62,16.448,7.094,1797.18,1797.08,17600.0,6.269,2.400,-1.06,-15.22,-42.82,56.97
26.40,3245.49,101.42,1201.54,605.83,299.40,329.85,314.63,16.447,7.094,1797.19,1797.10,17600.0,6.269,2.400,-1.06,-15.19,-42.85,56.97
26.45,3245.39,101.42,1201.55,605.82,299.40,329.85,314.63,16.446,7.094,1797.20,1797.11,17600.0,6.270,2.400,-1.06,-15.15,-42.88,56.97
26.50,3245.30,101.42,1201.56,605.80,299.40,329.85,314.63,16.445,7.094,1797.21,1797.12,17600.0,6.271,2.400,-1.06,-15.12,-42.91,56.97
26.55,3245.20,101.41,1201.57,605.79,299.40,329.85,314.63,16.445,7.094,1797.22,1797.13,17600.0,6.271,2.400,-1.06,-15.09,-42.94,56.97
26.60,3245.11,101.41,1201.57,605.78,299.40,329.85,314.63,16.444,7.094,1797.23,1797.14,17600.0,6.272,2.400,-1.06,-15.06,-42.97,56.97
26.65,3245.02,101.41,1201.58,605.77,299.41,329.85,314.63,16.443,7.094,1797.24,1797.15,17600.0,6.273,2.400,-1.06,-15.03,-43.00,56.97
26.70,3244.93,101.40,1201.59,605.76,299.41,329.85,314.63,16.443,7.094,1797.25,1797.16,17600.0,6.273,2.400,-1.05,-15.00,-43.03,56.97
26.75,3244.84,101.40,1201.59,605.75,299.41,329.85,314.63,16.442,7.094,1797.26,1797.17,17600.0,6.274,2.400,-1.05,-14.97,-43.05,56.97
26.80,3244.75,101.40,1201.60,605.73,299.41,329.85,314.63,16.441,7.094,1797.27,1797.18,17600.0,6.275,2.400,-1.05,-14.94,-43.08,56.97
26.85,3244.66,101.40,1201.61,605.72,299.41,329.85,314.63,16.440,7.095,1797.28,1797.19,17600.0,6.275,2.400,-1.05,-14.91,-43.11,56.97
26.90,3244.58,101.39,1201.61,605.71,299.41,329.85,314.63,16.440,7.095,1797.29,1797.20,17600.0,6.276,2.400,-1.05,-14.88,-43.14,56.97
26.95,3244.49,101.39,1201.62,605.70,299.41,329.85,314.63,16.439,7.095,1797.30,1797.21,17600.0,6.276,2.400,-1.04,-14.85,-43.16,56.97
27.00,3244.41,101.39,1201.63,605.69,299.42,329.85,314.63,16.438,7.095,1797.31,1797.22,17600.0,6.277,2.400,-1.04,-14.82,-43.19,56.97
27.05,3244.32,101.39,1201.63,605.68,299.42,329.85,314.64,16.438,7.095,1797.31,1797.23,17600.0,6.278,2.400,-1.04,-14.79,-43.22,56.97
27.10,3244.24,101.38,1201.64,605.67,299.42,329.85,314.64,16.437,7.095,1797.32,1797.24,17600.0,6.278,2.400,-1.04,-14.76,-43.24,56.97
27.15,3244.16,101.38,1201.65,605.66,299.42,329.85,314.64,16.436,7.095,1797.33,1797.25,17600.0,6.279,2.400,-1.03,-14.74,-43.27,56.97
27.20,3244.07,101.38,1201.65,605.65,299.42,329.85,314.64,16.436,7.095,1797.34,1797.26,17600.0,6.280,2.400,-1.03,-14.71,-43.29,56.97
27.25,3243.99,101.37,1201.66,605.64,299.42,329.86,314.64,16.435,7.095,1797.35,1797.27,17600.0,6.280,2.400,-1.03,-14.68,-43.32,56.97
27.30,3243.91,101.37,1201.67,605.63,299.42,329.86,314.64,16.434,7.095,1797.36,1797.28,17600.0,6.281,2.400,-1.03,-14.65,-43.34,56.97
27.35,3243.83,101.37,1201.67,605.62,299.42,329.86,314.64,16.434,7.095,1797.36,1797.29,17600.0,6.281,2.400,-1.03,-14.63,-43.37,56.97
27.40,3243.76,101.37,1201.68,605.60,299.43,329.86,314.64,16.433,7.095,1797.37,1797.30,17600.0,6.282,2.400,-1.02,-14.60,-43.39,56.97
27.45,3243.68,101.36,1201.68,605.59,299.43,329.86,314.64,16.432,7.095,1797.38,1797.31,17600.0,6.282,2.400,-1.02,-14.57,-43.42,56.97
27.50,3243.60,101.36,1201.69,605.58,299.43,329.86,314.64,16.432,7.095,1797.39,1797.31,17600.0,6.283,2.400,-1.02,-14.55,-43.44,56.97
27.55,3243.53,101.36,1201.69,605.57,299.43,329.86,314.64,16.431,7.095,1797.39,1797.32,17600.0,6.284,2.400,-1.01,-14.52,-43.47,56.97
27.60,3243.45,101.36,1201.70,605.56,299.43,329.86,314.64,16.430,7.095,1797.40,1797.33,17600.0,6.284,2.400,-1.01,-14.49,-43.49,56.97
27.65,3243.38,101.36,1201.71,605.55,299.43,329.86,314.64,16.430,7.095,1797.41,1797.34,17600.0,6.285,2.400,-1.01,-14.47,-43.51,56.97
27.70,3243.30,101.35,1201.71,605.55,299.43,329.86,314.64,16.429,7.095,1797.42,1797.35,17600.0,6.285,2.400,-1.01,-14.44,-43.53,56.97
27.75,3243.23,101.35,1201.72,605.54,299.43,329.86,314.65,16.429,7.095,1797.42,1797.35,17600.0,6.286,2.400,-1.00,-14.42,-43.56,56.97
27.80,3243.16,101.35,1201.72,605.53,299.43,329.86,314.65,16.428,7.095,1797.43,1797.36,17600.0,6.286,2.400,-1.00,-14.39,-43.58,56.97
27.85,3243.09,101.35,1201.73,605.52,299.44,329.86,314.65,16.427,7.095,1797.44,1797.37,17600.0,6.287,2.400,-1.00,-14.37,-43.60,56.97
27.90,3243.02,101.34,1201.73,605.51,299.44,329.86,314.65,16.427,7.095,1797.44,1797.38,17600.0,6.287,2.400,-0.99,-14.34,-43.62,56.97
27.95,3242.95,101.34,1201.74,605.50,299.44,329.86,314.65,16.426,7.095,1797.45,1797.39,17600.0,6.288,2.400,-0.99,-14.32,-43.64,56.97
28.00,3242.88,101.34,1201.74,605.49,299.44,329.86,314.65,16.425,7.095,1797.46,1797.39,17600.0,6.288,2.400,-0.99,-14.29,-43.66,56.97
28.05,3242.81,101.34,1201.75,605.48,299.44,329.86,314.65,16.425,7.095,1797.46,1797.40,17600.0,6.289,2.400,-0.99,-14.27,-43.68,56.97
28.10,3242.74,101.34,1201.75,605.47,299.44,329.86,314.65,16.424,7.095,1797.47,1797.41,17600.0,6.289,2.400,-0.98,-14.25,-43.71,56.97
28.15,3242.67,101.33,1201.76,605.46,299.44,329.86,314.65,16.424,7.095,1797.47,1797.41,17600.0,6.290,2.400,-0.98,-14.22,-43.73,56.97
28.20,3242.61,101.33,1201.76,605.45,299.44,329.86,314.65,16.423,7.095,1797.48,1797.42,17600.0,6.290,2.400,-0.98,-14.20,-43.75,56.97
28.25,3242.54,101.33,1201.77,605.44,299.44,329.86,314.65,16.422,7.095,1797.49,1797.43,17600.0,6.291,2.400,-0.97,-14.18,-43.77,56.97
28.30,3242.48,101.33,1201.77,605.44,299.44,329.86,314.65,16.422,7.095,1797.49,1797.44,17600.0,6.291,2.400,-0.97,-14.15,-43.79,56.97
28.35,3242.41,101.33,1201.77,605.43,299.45,329.86,314.65,16.421,7.096,1797.50,1797.44,17600.0,6.292,2.400,-0.97,-14.13,-43.80,56.97
28.40,3242.35,101.32,1201.78,605.42,299.45,329.86,314.65,16.421,7.096,1797.50,1797.45,17600.0,6.292,2.400,-0.96,-14.11,-43.82,56.97
28.45,3242.29,101.32,1201.78,605.41,299.45,329.86,314.65,16.420,7.096,1797.51,1797.46,17600.0,6.293,2.400,-0.96,-14.09,-43.84,56.97
28.50,3242.22,101.32,1201.79,605.40,299.45,329.86,314.65,16.419,7.096,1797.52,1797.46,17600.0,6.293,2.400,-0.96,-14.07,-43.86,56.97
28.55,3242.16,101.32,1201.79,605.39,299.45,329.86,314.65,16.419,7.096,1797.52,1797.47,17600.0,6.294,2.400,-0.95,-14.04,-43.88,56.97
28.60,3242.10,101.32,1201.80,605.38,299.45,329.86,314.65,16.418,7.096,1797.53,1797.47,17600.0,6.294,2.400,-0.95,-14.02,-43.90,56.97
28.65,3242.04,101.31,1201.80,605.38,299.45,329.86,314.66,16.418,7.096,1797.53,1797.48,17600.0,6.295,2.400,-0.95,-14.00,-43.92,56.97
28.70,3241.98,101.31,1201.80,605.37,299.45,329.86,314.66,16.417,7.096,1797.54,1797.49,17600.0,6.295,2.400,-0.94,-13.98,-43.93,56.97
28.75,3241.92,101.31,1201.81,605.36,299.45,329.86,314.66,16.417,7.096,1797.54,1797.49,17600.0,6.296,2.400,-0.94,-13.96,-43.95,56.97
28.80,3241.86,101.31,1201.81,605.35,299.45,329.86,314.66,16.416,7.096,1797.55,1797.50,17600.0,6.296,2.400,-0.93,-13.94,-43.97,56.97
28.85,3241.81,101.31,1201.82,605.34,299.45,329.86,314.66,16.415,7.096,1797.55,1797.50,17600.0,6.296,2.400,-0.93,-13.92,-43.98,56.97
28.90,3241.75,101.30,1201.82,605.34,299.46,329.86,314.66,16.415,7.096,1797.56,1797.51,17600.0,6.297,2.400,-0.93,-13.90,-44.00,56.97
28.95,3241.69,101.30,1201.82,605.33,299.46,329.86,314.66,16.414,7.096,1797.56,1797.51,17600.0,6.297,2.400,-0.92,-13.88,-44.02,56.97
29.00,3241.64,101.30,1201.83,605.32,299.46,329.86,314.66,16.414,7.096,1797.57,1797.52,17600.0,6.298,2.400,-0.92,-13.86,-44.03,56.97
29.05,3241.58,101.30,1201.83,605.31,299.46,329.86,314.66,16.413,7.096,1797.57,1797.53,17600.0,6.298,2.400,-0.92,-13.84,-44.05,56.97
29.10,3241.53,101.30,1201.83,605.31,299.46,329.86,314.66,16.413,7.096,1797.58,1797.53,17600.0,6.299,2.400,-0.91,-13.82,-44.07,56.97
29.15,3241.47,101.30,1201.84,605.30,299.46,329.86,314.66,16.412,7.096,1797.58,1797.54,17600.0,6.299,2.400,-0.91,-13.80,-44.08,56.97
29.20,3241.42,101.29,1201.84,605.29,299.46,329.86,314.66,16.412,7.096,1797.58,1797.54,17600.0,6.299,2.400,-0.90,-13.78,-44.10,56.97
29.25,3241.37,101.29,1201.84,605.28,299.46,329.86,314.66,16.411,7.096,1797.59,1797.55,17600.0,6.300,2.400,-0.90,-13.76,-44.11,56.97
29.30,3241.32,101.29,1201.85,605.28,299.46,329.86,314.66,16.411,7.096,1797.59,1797.55,17600.0,6.300,2.400,-0.90,-13.74,-44.13,56.97
29.35,3241.26,101.29,1201.85,605.27,299.46,329.86,314.66,16.410,7.096,1797.60,1797.56,17600.0,6.301,2.400,-0.89,-13.72,-44.14,56.97
29.40,3241.21,101.29,1201.85,605.26,299.46,329.86,314.66,16.410,7.096,1797.60,1797.56,17600.0,6.301,2.400,-0.89,-13.70,-44.16,56.97
29.45,3241.16,101.29,1201.86,605.26,299.46,329.86,314.66,16.409,7.096,1797.61,1797.57,17600.0,6.301,2.400,-0.89,-13.68,-44.17,56.97
29.50,3241.11,101.28,1201.86,605.25,299.46,329.86,314.66,16.408,7.096,1797.61,1797.57,17600.0,6.302,2.400,-0.88,-13.67,-44.19,56.97
29.55,3241.06,101.28,1201.86,605.24,299.47,329.86,314.66,16.408,7.096,1797.61,1797.58,17600.0,6.302,2.400,-0.88,-13.65,-44.20,56.97
29.60,3241.02,101.28,1201.87,605.24,299.47,329.86,314.66,16.407,7.096,1797.62,1797.58,17600.0,6.303,2.400,-0.87,-13.63,-44.21,56.97
29.65,3240.97,101.28,1201.87,605.23,299.47,329.86,314.66,16.407,7.096,1797.62,1797.58,17600.0,6.303,2.400,-0.87,-13.61,-44.23,56.97
29.70,3240.92,101.28,1201.87,605.22,299.47,329.86,314.66,16.406,7.096,1797.63,1797.59,17600.0,6.303,2.400,-0.87,-13.60,-44.24,56.97
29.75,3240.87,101.28,1201.88,605.22,299.47,329.86,314.66,16.406,7.096,1797.63,1797.59,17600.0,6.304,2.400,-0.86,-13.58,-44.25,56.97
29.80,3240.83,101.28,1201.88,605.21,299.47,329.86,314.67,16.405,7.096,1797.63,1797.60,17600.0,6.304,2.400,-0.86,-13.56,-44.27,56.97
29.85,3240.78,101.27,1201.88,605.20,299.47,329.86,314.67,16.405,7.096,1797.64,1797.60,17600.0,6.304,2.400,-0.85,-13.54,-44.28,56.97
29.90,3240.73,101.27,1201.88,605.20,299.47,329.86,314.67,16.404,7.096,1797.64,1797.61,17600.0,6.305,2.400,-0.85,-13.53,-44.29,56.97
29.95,3240.69,101.27,1201.89,605.19,299.47,329.86,314.67,16.404,7.096,1797.64,1797.61,17600.0,6.305,2.400,-0.85,-13.51,-44.31,56.97
30.00,3240.64,101.27,1201.89,605.18,299.47,329.86,314.67,16.403,7.096,1797.65,1797.61,17600.0,6.305,2.400,-0.84,-13.49,-44.32,56.97
30.05,3240.60,101.27,1201.89,605.18,299.47,329.86,314.67,16.403,7.096,1797.65,1797.62,17600.0,6.306,2.400,-0.84,-13.48,-44.33,56.97
30.10,3240.56,101.27,1201.89,605.17,299.47,329.86,314.67,16.403,7.096,1797.65,1797.62,17600.0,6.306,2.400,-0.83,-13.46,-44.34,56.97
30.15,3240.51,101.27,1201.90,605.17,299.47,329.86,314.67,16.402,7.096,1797.66,1797.62,17600.0,6.306,2.400,-0.83,-13.45,-44.36,56.97
30.20,3240.47,101.26,1201.90,605.16,299.47,329.86,314.67,16.402,7.096,1797.66,1797.63,17600.0,6.307,2.400,-0.83,-13.43,-44.37,56.97
30.25,3240.43,101.26,1201.90,605.15,299.47,329.86,314.67,16.401,7.096,1797.66,1797.63,17600.0,6.307,2.400,-0.82,-13.41,-44.38,56.97
30.30,3240.39,101.26,1201.90,605.15,299.48,329.86,314.67,16.401,7.096,1797.67,1797.64,17600.0,6.307,2.400,-0.82,-13.40,-44.39,56.97
30.35,3240.35,101.26,1201.91,605.14,299.48,329.86,314.67,16.400,7.096,1797.67,1797.64,17600.0,6.308,2.400,-0.81,-13.38,-44.40,56.97
30.40,3240.31,101.26,1201.91,605.14,299.48,329.86,314.67,16.400,7.096,1797.67,1797.64,17600.0,6.308,2.400,-0.81,-13.37,-44.41,56.97
30.45,3240.27,101.26,1201.91,605.13,299.48,329.86,314.67,16.399,7.096,1797.67,1797.65,17600.0,6.308,2.400,-0.81,-13.35,-44.42,56.97
